"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Transcript Product Description","Is Pseudo"
"PY17X_1453900","PY17X_1453900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,123,730..2,125,585(+)","protein-S-isoprenylcysteine O-methyltransferase, putative","1569","protein-S-isoprenylcysteine O-methyltransferase, putative","No"
"PY17X_1454000","PY17X_1454000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,125,981..2,127,315(-)","conserved Plasmodium protein, unknown function","1110","conserved Plasmodium protein, unknown function","No"
"PY17X_1454100","PY17X_1454100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,129,285..2,131,350(+)","SUMO-activating enzyme subunit 2, putative","1926","SUMO-activating enzyme subunit 2, putative","No"
"PY17X_1454200","PY17X_1454200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,131,674..2,137,538(-)","conserved Plasmodium protein, unknown function","5865","conserved Plasmodium protein, unknown function","No"
"PY17X_1454300","PY17X_1454300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,138,686..2,143,641(+)","conserved Plasmodium protein, unknown function","4956","conserved Plasmodium protein, unknown function","No"
"PY17X_1454400","PY17X_1454400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,143,856..2,145,124(-)","conserved Plasmodium protein, unknown function","921","conserved Plasmodium protein, unknown function","No"
"PY17X_1454500","PY17X_1454500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,146,085..2,147,627(+)","hydrolase, putative","1224","hydrolase, putative","No"
"PY17X_1454600","PY17X_1454600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,148,894..2,153,975(-)","conserved Plasmodium protein, unknown function","5082","conserved Plasmodium protein, unknown function","No"
"PY17X_1454700","PY17X_1454700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,156,744..2,158,767(+)","periodic tryptophan protein 1, putative","1587","periodic tryptophan protein 1, putative","No"
"PY17X_1454800","PY17X_1454800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,160,135..2,161,048(+)","conserved protein, unknown function","633","conserved protein, unknown function","No"
"PY17X_1454900","PY17X_1454900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,162,111..2,162,575(+)","ubiquitin-like modifier HUB1, putative","222","ubiquitin-like modifier HUB1, putative","No"
"PY17X_1455000","PY17X_1455000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,164,414..2,166,849(+)","conserved Plasmodium protein, unknown function","2436","conserved Plasmodium protein, unknown function","No"
"PY17X_1455100","PY17X_1455100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,167,403..2,168,086(-)","calcyclin binding protein, putative","684","calcyclin binding protein, putative","No"
"PY17X_1455200","PY17X_1455200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,169,173..2,170,522(-)","conserved Plasmodium protein, unknown function","1125","conserved Plasmodium protein, unknown function","No"
"PY17X_1455300","PY17X_1455300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,171,720..2,174,539(+)","pre-mRNA-splicing factor CWC22, putative","2820","pre-mRNA-splicing factor CWC22, putative","No"
"PY17X_1455400","PY17X_1455400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,174,906..2,176,326(-)","conserved protein, unknown function","759","conserved protein, unknown function","No"
"PY17X_1455500","PY17X_1455500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,177,654..2,181,527(+)","conserved Plasmodium protein, unknown function","3528","conserved Plasmodium protein, unknown function","No"
"PY17X_1455600","PY17X_1455600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,182,074..2,183,588(-)","sphingomyelin phosphodiesterase, putative","1515","sphingomyelin phosphodiesterase, putative","No"
"PY17X_1455700","PY17X_1455700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,186,098..2,188,215(+)","BTB/POZ domain-containing protein, putative","1434","BTB/POZ domain-containing protein, putative","No"
"PY17X_1455800","PY17X_1455800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,190,275..2,192,527(+)","acyl-CoA synthetase, putative","2253","acyl-CoA synthetase, putative","No"
"PY17X_1455900","PY17X_1455900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,194,174..2,195,685(-)","protein kinase 2","1512","protein kinase 2","No"
"PY17X_1456000","PY17X_1456000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,198,967..2,201,315(-)","HD superfamily phosphohydrolase protein, putative","2349","HD superfamily phosphohydrolase protein, putative","No"
"PY17X_1456100","PY17X_1456100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,203,340..2,204,311(+)","mitochondrial ribosomal protein L23 precursor, putative","813","mitochondrial ribosomal protein L23 precursor, putative","No"
"PY17X_1456200","PY17X_1456200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,209,570..2,214,060(+)","AP2 domain transcription factor, putative","4491","AP2 domain transcription factor, putative","No"
"PY17X_1456300","PY17X_1456300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,215,989..2,216,618(+)","conserved Plasmodium protein, unknown function","630","conserved Plasmodium protein, unknown function","No"
"PY17X_1456400","PY17X_1456400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,217,532..2,218,089(-)","conserved protein, unknown function","558","conserved protein, unknown function","No"
"PY17X_1456500","PY17X_1456500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,219,211..2,222,003(+)","DNA gyrase subunit B, putative","2793","DNA gyrase subunit B, putative","No"
"PY17X_1456600","PY17X_1456600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,224,591..2,227,179(+)","ATP-dependent zinc metalloprotease FTSH 1, putative","2589","ATP-dependent zinc metalloprotease FTSH 1, putative","No"
"PY17X_1456700","PY17X_1456700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,229,640..2,246,817(+)","conserved Plasmodium protein, unknown function","17178","conserved Plasmodium protein, unknown function","No"
"PY17X_1456800","PY17X_1456800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,247,863..2,250,760(-)","vacuolar protein sorting-associated protein 16, putative","2898","vacuolar protein sorting-associated protein 16, putative","No"
"PY17X_1456900","PY17X_1456900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,252,009..2,253,568(+)","3-hydroxyisobutyryl-coenzyme A hydrolase, putative","1560","3-hydroxyisobutyryl-coenzyme A hydrolase, putative","No"
"PY17X_1457000","PY17X_1457000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,253,897..2,255,471(-)","polyadenylation factor subunit 2, putative","1446","polyadenylation factor subunit 2, putative","No"
"PY17X_1457100","PY17X_1457100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,256,622..2,264,013(-)","conserved Plasmodium protein, unknown function","7008","conserved Plasmodium protein, unknown function","No"
"PY17X_1457200","PY17X_1457200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,265,381..2,267,042(-)","ribosome-binding factor A, putative","1662","ribosome-binding factor A, putative","No"
"PY17X_1457300","PY17X_1457300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,268,760..2,274,351(-)","RNA-binding protein, putative","5592","RNA-binding protein, putative","No"
"PY17X_1457400","PY17X_1457400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,279,200..2,280,603(-)","conserved Plasmodium protein, unknown function","1404","conserved Plasmodium protein, unknown function","No"
"PY17X_1457500","PY17X_1457500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,281,634..2,283,144(+)","mitochondrial carrier protein, putative","789","mitochondrial carrier protein, putative","No"
"PY17X_1457600","PY17X_1457600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,285,088..2,286,332(+)","replication factor C subunit 4, putative","1011","replication factor C subunit 4, putative","No"
"PY17X_1457700","PY17X_1457700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,286,903..2,289,506(-)","ATP-dependent RNA helicase DBP9, putative","2604","ATP-dependent RNA helicase DBP9, putative","No"
"PY17X_1457800","PY17X_1457800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,291,202..2,292,428(+)","tetratricopeptide repeat protein, putative","1227","tetratricopeptide repeat protein, putative","No"
"PY17X_1457900","PY17X_1457900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,293,183..2,294,733(-)","sulfhydryl oxidase, putative","1551","sulfhydryl oxidase, putative","No"
"PY17X_1458000","PY17X_1458000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,296,245..2,296,469(+)","conserved Plasmodium protein, unknown function","225","conserved Plasmodium protein, unknown function","No"
"PY17X_1458100","PY17X_1458100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,296,717..2,298,675(+)","queuine tRNA-ribosyltransferase, putative","1959","queuine tRNA-ribosyltransferase, putative","No"
"PY17X_1458200","PY17X_1458200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,299,093..2,300,404(-)","conserved Plasmodium protein, unknown function","555","conserved Plasmodium protein, unknown function","No"
"PY17X_1458300","PY17X_1458300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,301,299..2,303,040(+)","GAS8-like protein, putative","1350","GAS8-like protein, putative","No"
"PY17X_1458400","PY17X_1458400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,303,857..2,305,011(+)","conserved protein, unknown function","1155","conserved protein, unknown function","No"
"PY17X_1458500","PY17X_1458500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,305,542..2,307,323(+)","protein farnesyltransferase subunit alpha, putative","1551","protein farnesyltransferase subunit alpha, putative","No"
"PY17X_1458600","PY17X_1458600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,308,425..2,309,196(+)","40S ribosomal protein S17, putative","414","40S ribosomal protein S17, putative","No"
"PY17X_1458700","PY17X_1458700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,310,204..2,312,193(-)","rab specific GDP dissociation inhibitor, putative","1365","rab specific GDP dissociation inhibitor, putative","No"
"PY17X_1458800","PY17X_1458800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,313,547..2,314,260(-)","mitochondrial import inner membrane translocase subunit TIM13, putative","282","mitochondrial import inner membrane translocase subunit TIM13, putative","No"
"PY17X_1458900","PY17X_1458900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,315,972..2,316,952(+)","SNARE protein, putative","981","SNARE protein, putative","No"
"PY17X_1459000","PY17X_1459000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,317,678..2,318,445(-)","zinc finger protein, putative","768","zinc finger protein, putative","No"
"PY17X_1459100","PY17X_1459100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,319,371..2,319,622(+)","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative","252","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative","No"
"PY17X_1459200","PY17X_1459200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,320,372..2,320,784(-)","conserved Plasmodium protein, unknown function","234","conserved Plasmodium protein, unknown function","No"
"PY17X_1459300","PY17X_1459300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,322,544..2,324,277(-)","vacuolar-sorting protein SNF7, putative","687","vacuolar-sorting protein SNF7, putative","No"
"PY17X_1459400","PY17X_1459400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,327,263..2,328,236(+)","translation initiation factor SUI1, putative","348","translation initiation factor SUI1, putative","No"
"PY17X_1459500","PY17X_1459500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,329,577..2,330,815(+)","ubiquitin-conjugating enzyme E2, putative","1239","ubiquitin-conjugating enzyme E2, putative","No"
"PY17X_1459600","PY17X_1459600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,331,467..2,332,994(-)","WD repeat-containing protein 82, putative","1125","WD repeat-containing protein 82, putative","No"
"PY17X_1459700","PY17X_1459700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,334,229..2,340,216(-)","double C2-like domain-containing protein, putative","5181","double C2-like domain-containing protein, putative","No"
"PY17X_1459800","PY17X_1459800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,341,684..2,344,869(-)","glucose inhibited division protein a homologue, putative","2817","glucose inhibited division protein a homologue, putative","No"
"PY17X_1459900","PY17X_1459900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,346,102..2,350,309(+)","N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative","3711","N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative","No"
"PY17X_1460000","PY17X_1460000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,350,776..2,353,556(-)","RNA polymerase II transcription factor B subunit 2, putative","2781","RNA polymerase II transcription factor B subunit 2, putative","No"
"PY17X_1460100","PY17X_1460100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,355,305..2,355,609(+)","ACEA small nucleolar RNA U3","305","ACEA small nucleolar RNA U3","No"
"PY17X_1460200","PY17X_1460200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,357,195..2,360,873(+)","RNA-binding protein, putative","3507","RNA-binding protein, putative","No"
"PY17X_1460300","PY17X_1460300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,361,277..2,363,637(-)","conserved Plasmodium protein, unknown function","2361","conserved Plasmodium protein, unknown function","No"
"PY17X_1460400","PY17X_1460400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,365,338..2,366,228(-)","ADP-ribosylation factor GTPase-activating protein, putative","891","ADP-ribosylation factor GTPase-activating protein, putative","No"
"PY17X_1460500","PY17X_1460500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,368,281..2,369,326(+)","conserved protein, unknown function","594","conserved protein, unknown function","No"
"PY17X_1460600","PY17X_1460600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,369,630..2,371,801(-)","translation machinery-associated protein 46, putative","990","translation machinery-associated protein 46, putative","No"
"PY17X_1460700","PY17X_1460700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,373,268..2,376,402(+)","conserved Plasmodium protein, unknown function","2406","conserved Plasmodium protein, unknown function","No"
"PY17X_1460800","PY17X_1460800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,376,394..2,377,614(-)","5-formyltetrahydrofolate cyclo-ligase, putative","1221","5-formyltetrahydrofolate cyclo-ligase, putative","No"
"PY17X_1460900","PY17X_1460900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,379,544..2,382,898(+)","kinesin-13, putative","3072","kinesin-13, putative","No"
"PY17X_1461000","PY17X_1461000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,383,610..2,387,377(-)","conserved Plasmodium protein, unknown function","3768","conserved Plasmodium protein, unknown function","No"
"PY17X_1461100","PY17X_1461100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,387,968..2,388,732(+)","NEDD8-conjugating enzyme UBC12, putative","465","NEDD8-conjugating enzyme UBC12, putative","No"
"PY17X_1461200","PY17X_1461200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,389,460..2,390,467(+)","50S ribosomal protein L3, mitochondrial, putative","1008","50S ribosomal protein L3, mitochondrial, putative","No"
"PY17X_1461300","PY17X_1461300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,391,481..2,394,454(+)","conserved Plasmodium protein, unknown function","1536","conserved Plasmodium protein, unknown function","No"
"PY17X_1461400","PY17X_1461400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,394,758..2,398,939(-)","kinesin, putative","4182","kinesin, putative","No"
"PY17X_1461500","PY17X_1461500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,401,714..2,403,291(+)","epsin-like protein, putative","1227","epsin-like protein, putative","No"
"PY17X_1461600","PY17X_1461600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,404,186..2,405,088(+)","ankyrin-repeat protein, putative","903","ankyrin-repeat protein, putative","No"
"PY17X_1461700","PY17X_1461700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,405,798..2,407,799(+)","conserved Plasmodium protein, unknown function","1545","conserved Plasmodium protein, unknown function","No"
"PY17X_1461800","PY17X_1461800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,408,843..2,411,083(+)","delta-aminolevulinic acid synthetase, putative","1896","delta-aminolevulinic acid synthetase, putative","No"
"PY17X_1461900","PY17X_1461900.1","P. yoelii yoelii 17X","Py17X_14_v3:2,413,167..2,414,297(+)","actin I, putative","1131","actin I, putative","No"
"PY17X_1462000","PY17X_1462000.1","P. yoelii yoelii 17X","Py17X_14_v3:2,416,860..2,420,817(+)","clathrin adaptor domain-containing protein, putative","2379","clathrin adaptor domain-containing protein, putative","No"
"PY17X_1462100","PY17X_1462100.1","P. yoelii yoelii 17X","Py17X_14_v3:2,423,321..2,423,935(+)","myosin A tail domain interacting protein","615","myosin A tail domain interacting protein","No"
"PY17X_1462200","PY17X_1462200.1","P. yoelii yoelii 17X","Py17X_14_v3:2,424,730..2,426,289(-)","methyltransferase, putative","1560","methyltransferase, putative","No"
"PY17X_1462300","PY17X_1462300.1","P. yoelii yoelii 17X","Py17X_14_v3:2,427,720..2,429,354(+)","pre-mRNA-splicing factor CWC26, putative","1635","pre-mRNA-splicing factor CWC26, putative","No"
"PY17X_1462400","PY17X_1462400.1","P. yoelii yoelii 17X","Py17X_14_v3:2,430,468..2,431,598(+)","conserved Plasmodium protein, unknown function","1131","conserved Plasmodium protein, unknown function","No"
"PY17X_1462500","PY17X_1462500.1","P. yoelii yoelii 17X","Py17X_14_v3:2,432,711..2,433,968(+)","signal recognition particle receptor subunit beta, putative","786","signal recognition particle receptor subunit beta, putative","No"
"PY17X_1462600","PY17X_1462600.1","P. yoelii yoelii 17X","Py17X_14_v3:2,435,205..2,437,593(-)","rac-beta serine/threonine protein kinase, putative","2178","rac-beta serine/threonine protein kinase, putative","No"
"PY17X_1462700","PY17X_1462700.1","P. yoelii yoelii 17X","Py17X_14_v3:2,439,689..2,440,579(+)","conserved protein, unknown function","714","conserved protein, unknown function","No"
"PY17X_1462800","PY17X_1462800.1","P. yoelii yoelii 17X","Py17X_14_v3:2,440,991..2,441,527(-)","conserved protein, unknown function","537","conserved protein, unknown function","No"
