# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1412425	1413995	+	VEV59154.1			conserved Plasmodium protein, unknown function			PVVCY_1403990	1332	443	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1414140	1415099	-							PVVCY_1404000	960		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1414140	1415099	-	VEV59155.1			conserved Plasmodium protein, unknown function			PVVCY_1404000	402	133	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1416677	1417969	-							PVVCY_1404010	1293		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1416677	1417969	-	VEV59156.1			CAMP-dependent protein kinase regulatory subunit, putative			PVVCY_1404010	1152	383	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1421050	1422414	+							PVVCY_1404020	1365		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1421050	1422414	+	VEV59157.1			nucleus export protein BRR6, putative			PVVCY_1404020	1365	454	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1423468	1427083	-							PVVCY_1404030	3616		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1423468	1427083	-	VEV59158.1			DNA gyrase subunit A, putative			PVVCY_1404030	3450	1149	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1428867	1433843	+							PVVCY_1404040	4977		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1428867	1433843	+	VEV59159.1			phospholipid-transporting ATPase, putative			PVVCY_1404040	4383	1460	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1434431	1446872	-							PVVCY_1404050	12442		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1434431	1446872	-	VEV59160.1			conserved Plasmodium protein, unknown function			PVVCY_1404050	12075	4024	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1448028	1452763	-							PVVCY_1404060	4736		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1448028	1452763	-	VEV59161.1			conserved Plasmodium protein, unknown function			PVVCY_1404060	4623	1540	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1453809	1454727	+							PVVCY_1404070	919		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1453809	1454727	+	VEV59162.1			vacuolar iron transporter, putative			PVVCY_1404070	822	273	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1455941	1456897	+							PVVCY_1404080	957		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1455941	1456897	+	VEV59163.1			mitochondrial carrier protein, putative			PVVCY_1404080	957	318	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1457273	1457971	-							PVVCY_1404090	699		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1457273	1457971	-	VEV59164.1			50S ribosomal protein L24, putative			PVVCY_1404090	699	232	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1458854	1459720	+							PVVCY_1404100	867		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1458854	1459720	+	VEV59165.1			GTP cyclohydrolase I, putative			PVVCY_1404100	867	288	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1460556	1461492	-							PVVCY_1404110	937		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1460556	1461492	-	VEV59166.1			conserved Plasmodium protein, unknown function			PVVCY_1404110	576	191	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1464625	1467579	+							PVVCY_1404120	2955		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1464625	1467579	+	VEV59167.1			BRO1 domain-containing protein, putative			PVVCY_1404120	2478	825	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1469826	1472297	+							PVVCY_1404130	2472		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1469826	1472297	+	VEV59168.1			polyadenylate-binding protein, putative			PVVCY_1404130	2472	823	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1474192	1475955	+							PVVCY_1404140	1764		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1474192	1475955	+	VEV59169.1			conserved Plasmodium protein, unknown function			PVVCY_1404140	1635	544	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1477564	1478546	+							PVVCY_1404150	983		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1477564	1478546	+	VEV59170.1			histone chaperone ASF1, putative			PVVCY_1404150	807	268	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1479409	1480506	-							PVVCY_1404160	1098		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1479409	1480506	-	VEV59171.1			cytochrome c heme lyase, putative			PVVCY_1404160	699	232	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1481613	1485143	-							PVVCY_1404170	3531		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1481613	1485143	-	VEV59172.1			conserved Plasmodium protein, unknown function			PVVCY_1404170	3531	1176	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1486284	1487234	+							PVVCY_1404180	951		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1486284	1487234	+	VEV59173.1			conserved Plasmodium protein, unknown function			PVVCY_1404180	951	316	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1487831	1488338	-							PVVCY_1404190	508		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1487831	1488338	-	VEV59174.1			splicing factor 3B subunit 6, putative			PVVCY_1404190	330	109	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1488912	1493751	-							PVVCY_1404200	4840		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1488912	1493751	-	VEV59175.1			conserved Plasmodium protein, unknown function			PVVCY_1404200	4617	1538	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1494531	1499518	+							PVVCY_1404210	4988		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1494531	1499518	+	VEV59176.1			isoleucine--tRNA ligase, putative			PVVCY_1404210	4596	1531	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1499798	1502231	-							PVVCY_1404220	2434		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1499798	1502231	-	VEV59177.1			conserved Plasmodium protein, unknown function			PVVCY_1404220	2319	772	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1503232	1504269	+							PVVCY_1404230	1038		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1503232	1504269	+	VEV59178.1			conserved Plasmodium protein, unknown function			PVVCY_1404230	897	298	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1504808	1505380	-							PVVCY_1404240	573		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1504808	1505380	-	VEV59179.1			conserved Plasmodium protein, unknown function			PVVCY_1404240	573	190	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1506120	1507507	+							PVVCY_1404250	1388		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1506120	1507507	+	VEV59180.1			small subunit rRNA processing factor, putative			PVVCY_1404250	1233	410	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1507857	1510742	-							PVVCY_1404260	2886		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1507857	1510742	-	VEV59181.1			conserved Plasmodium protein, unknown function			PVVCY_1404260	2382	793	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1511775	1515869	-							PVVCY_1404270	4095		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1511775	1515869	-	VEV59182.1			VAC14 domain-containing protein, putative			PVVCY_1404270	4095	1364	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1517861	1521539	+							PVVCY_1404280	3679		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1517861	1521539	+	VEV59183.1			ubiquitin-activating enzyme E1, putative			PVVCY_1404280	3363	1120	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1522211	1524298	-							PVVCY_1404290	2088		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1522211	1524298	-	VEV59184.1			conserved Plasmodium protein, unknown function			PVVCY_1404290	2088	695	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1526490	1529080	-							PVVCY_1404300	2591		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1526490	1529080	-	VEV59185.1			conserved Plasmodium protein, unknown function			PVVCY_1404300	2394	797	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1530928	1531683	+							PVVCY_1404310	756		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1530928	1531683	+	VEV59186.1			haloacid dehalogenase-like hydrolase, putative			PVVCY_1404310	756	251	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1533601	1534467	+							PVVCY_1404320	867		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1533601	1534467	+	VEV59187.1			haloacid dehalogenase-like hydrolase, putative			PVVCY_1404320	867	288	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1534770	1537703	-							PVVCY_1404330	2934		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1534770	1537703	-	VEV59188.1			conserved Plasmodium protein, unknown function			PVVCY_1404330	2385	794	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1538726	1542523	+							PVVCY_1404340	3798		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1538726	1542523	+	VEV59189.1			RAP protein, putative			PVVCY_1404340	3798	1265	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1543247	1544164	-							PVVCY_1404350	918		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1543247	1544164	-	VEV59190.1			proliferating cell nuclear antigen 2, putative			PVVCY_1404350	795	264	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1545824	1547590	+							PVVCY_1404360	1767		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1545824	1547590	+	VEV59191.1			U3 small nucleolar RNA-interacting protein 2, putative			PVVCY_1404360	1767	588	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1549165	1551049	+							PVVCY_1404370	1885		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1549165	1551049	+	VEV59192.1			ataxin-3, putative			PVVCY_1404370	1155	384	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1551973	1553406	-							PVVCY_1404380	1434		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1551973	1553406	-	VEV59193.1			conserved Plasmodium protein, unknown function			PVVCY_1404380	1434	477	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1555126	1555602	-							PVVCY_1404390	477		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1555126	1555602	-	VEV59194.1			conserved Plasmodium protein, unknown function			PVVCY_1404390	477	158	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1556466	1558559	-							PVVCY_1404400	2094		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1556466	1558559	-	VEV59195.1			ATP-dependent RNA helicase, putative			PVVCY_1404400	2094	697	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1560722	1566588	+							PVVCY_1404410	5867		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1560722	1566588	+	VEV59196.1			potassium channel, putative			PVVCY_1404410	5769	1922	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1567548	1570871	+							PVVCY_1404420	3324		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1567548	1570871	+	VEV59197.1			conserved Plasmodium protein, unknown function			PVVCY_1404420	3324	1107	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1572647	1590388	-							PVVCY_1404430	17742		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1572647	1590388	-	VEV59198.1			cyclin-related protein, putative			PVVCY_1404430	17742	5913	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1594038	1596494	+							PVVCY_1404440	2457		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1594038	1596494	+	VEV59199.1			conserved Plasmodium protein, unknown function			PVVCY_1404440	2457	818	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1597477	1600191	-							PVVCY_1404450	2715		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1597477	1600191	-	VEV59200.1			conserved Plasmodium protein, unknown function			PVVCY_1404450	2334	777	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1602270	1605422	-							PVVCY_1404460	3153		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1602270	1605422	-	VEV59201.1			histone acetyltransferase, putative			PVVCY_1404460	3153	1050	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1606445	1607947	+							PVVCY_1404470	1503		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1606445	1607947	+	VEV59202.1			RNA pseudouridylate synthase, putative			PVVCY_1404470	1503	500	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1608377	1608820	+							PVVCY_1404480	444		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1608377	1608820	+	VEV59203.1			conserved Plasmodium protein, unknown function			PVVCY_1404480	444	147	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1608945	1610572	-							PVVCY_1404490	1628		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1608945	1610572	-	VEV59204.1			leucine-rich repeat protein			PVVCY_1404490	1260	419	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1611553	1613868	+							PVVCY_1404500	2316		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1611553	1613868	+	VEV59205.1			conserved Plasmodium protein, unknown function			PVVCY_1404500	2316	771	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1615624	1618506	+							PVVCY_1404510	2883		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1615624	1618506	+	VEV59206.1			NIMA related kinase 1, putative			PVVCY_1404510	2763	920	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1620015	1623325	+							PVVCY_1404520	3311		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1620015	1623325	+	VEV59207.1			conserved Plasmodium protein, unknown function			PVVCY_1404520	3171	1056	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1624537	1626005	+							PVVCY_1404530	1469		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1624537	1626005	+	VEV59208.1			RNA pseudouridylate synthase, putative			PVVCY_1404530	1179	392	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1626376	1628178	-							PVVCY_1404540	1803		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1626376	1628178	-	VEV59209.1			merozoite surface protein 9, putative			PVVCY_1404540	1803	600	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1631117	1634275	+							PVVCY_1404550	3159		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1631117	1634275	+	VEV59210.1			conserved Plasmodium protein, unknown function			PVVCY_1404550	3027	1008	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1634374	1641769	-							PVVCY_1404560	7396		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1634374	1641769	-	VEV59211.1			WD repeat-containing protein, putative			PVVCY_1404560	7164	2387	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1643406	1647911	-							PVVCY_1404570	4506		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1643406	1647911	-	VEV59212.1			conserved Plasmodium protein, unknown function			PVVCY_1404570	4506	1501	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1649124	1653708	+							PVVCY_1404580	4585		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1649124	1653708	+	VEV59213.1			conserved Plasmodium protein, unknown function			PVVCY_1404580	2289	762	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1654140	1659779	-							PVVCY_1404590	5640		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1654140	1659779	-	VEV59214.1			multidrug resistance-associated protein 2, putative ABC transporter C family member 2, putative			PVVCY_1404590	5640	1879	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1664361	1666439	+							PVVCY_1404600	2079		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1664361	1666439	+	VEV59215.1			conserved Plasmodium protein, unknown function			PVVCY_1404600	2079	692	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1667414	1667906	+							PVVCY_1404610	493		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1667414	1667906	+	VEV59216.1			macrophage migration inhibitory factor, putative			PVVCY_1404610	351	116	
gene	protein_coding	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1669513	1671238	+							PVVCY_1404620	1726		
CDS	with_protein	GCA_900681995.1	Primary Assembly	chromosome	PVVCY_14	LR215070.1	1669513	1671238	+	VEV59217.1			T-complex protein 1 subunit gamma, putative			PVVCY_1404620	1632	543	
