"Gene ID","source_id","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Deprecated?","Gene Name or Symbol","Previous ID(s)","Product Description","Transcript Product Description","Chromosome","Genomic Location (Gene)","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Paralog count","Protein Length","CDS Length","Molecular Weight","Isoelectric Point","Interpro ID","Interpro Description","PFam ID","PFam Description","PirSF ID","PirSF Description","Prositefamilies ID","Prositefamilies Description","Smart ID","Smart Description","Superfamily ID","Superfamily Description","TigrFam ID","TigrFam Description","GeneDB Updated Product Name"
"PVP01_1002100","PVP01_1002100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1128","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:107,840..109,229(-)","PvP01_10_v2:107840..109229(-)","PvP01_10_v2","0","2","375","1128","43984","4.74","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1002200","PVP01_1002200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1095","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:114,392..115,737(-)","PvP01_10_v2:114392..115737(-)","PvP01_10_v2","0","2","364","1095","41934","5.48","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1002300","PVP01_1002300.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1053","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:120,855..122,180(-)","PvP01_10_v2:120855..122180(-)","PvP01_10_v2","0","2","350","1053","40638","6.68","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1034500","PVP01_1034500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1674","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,476,066..1,478,014(+)","PvP01_10_v2:1476066..1478014(+)","PvP01_10_v2","5","0","557","1674","64942","7.87","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1034600","PVP01_1034600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1722","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,479,777..1,481,669(-)","PvP01_10_v2:1479777..1481669(-)","PvP01_10_v2","6","0","573","1722","63036","4.77","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1034700","PVP01_1034700.1","3","3","1","360","N/A","reverse","pseudogene","Yes","774","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:1,482,966..1,483,874(-)","PvP01_10_v2:1483461..1483874(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1034800","PVP01_1034800.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1542","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,487,121..1,488,937(+)","PvP01_10_v2:1487121..1488937(+)","PvP01_10_v2","4","0","513","1542","59840","7.79","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1034900","PVP01_1034900.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2514","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,491,955..1,495,117(-)","PvP01_10_v2:1491955..1495117(-)","PvP01_10_v2","4","0","837","2514","99850","8.23","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035000","PVP01_1035000.1","3","3","1","N/A","N/A","forward","protein coding gene","No","2055","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,499,058..1,501,334(+)","PvP01_10_v2:1499058..1501334(+)","PvP01_10_v2","1","0","684","2055","81762","8.76","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035100","PVP01_1035100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1680","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,507,501..1,509,463(+)","PvP01_10_v2:1507501..1509463(+)","PvP01_10_v2","1","0","559","1680","65701","9.25","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035200","PVP01_1035200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1467","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,513,441..1,515,165(+)","PvP01_10_v2:1513441..1515165(+)","PvP01_10_v2","9","3","488","1467","55261","4.72","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035300","PVP01_1035300.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","456","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,517,827..1,518,628(-)","PvP01_10_v2:1517827..1518628(-)","PvP01_10_v2","0","0","151","456","17098","4.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035350","PVP01_1035350.1","2","2","1","234","N/A","reverse","pseudogene","Yes","798","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:1,519,141..1,520,057(-)","PvP01_10_v2:1519494..1520057(-)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1035400","PVP01_1035400.1","6","6","1","N/A","N/A","forward","pseudogene","Yes","945","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","10","PvP01_10_v2:1,520,948..1,522,150(+)","PvP01_10_v2:1520948..1522150(+)","PvP01_10_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1036100","PVP01_1036100.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1353","No","N/A","N/A","PIR protein","PIR protein","10","PvP01_10_v2:1,545,320..1,546,921(-)","PvP01_10_v2:1545320..1546921(-)","PvP01_10_v2","5","0","450","1353","52328","5.84","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100200","PVP01_1100200.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1335","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:6,679..8,274(-)","PvP01_11_v2:6679..8274(-)","PvP01_11_v2","2","0","444","1335","50079","9.26","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100300","PVP01_1100300.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1047","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:10,985..12,280(+)","PvP01_11_v2:10985..12280(+)","PvP01_11_v2","2","0","348","1047","40296","6.59","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100400","PVP01_1100400.1","3","3","1","590","606","forward","protein coding gene","No","2237","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:13,916..16,408(+)","PvP01_11_v2:14522..15818(+)","PvP01_11_v2","2","1","346","1041","40854","8.39","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100500","PVP01_1100500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1500","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:17,992..19,711(+)","PvP01_11_v2:17992..19711(+)","PvP01_11_v2","4","1","499","1500","57249","5.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100600","PVP01_1100600.1","4","4","1","576","N/A","forward","pseudogene","Yes","1410","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","11","PvP01_11_v2:24,712..26,517(+)","PvP01_11_v2:24712..25816(+)","PvP01_11_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100700","PVP01_1100700.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1653","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:29,591..31,658(-)","PvP01_11_v2:29591..31658(-)","PvP01_11_v2","2","0","550","1653","64014","7.7","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100800","PVP01_1100800.1","5","5","1","N/A","N/A","forward","protein coding gene","No","2514","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:35,325..38,430(+)","PvP01_11_v2:35325..38430(+)","PvP01_11_v2","7","1","837","2514","99250","8.58","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1100900","PVP01_1100900.1","3","3","1","N/A","N/A","forward","protein coding gene","No","882","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:41,279..42,409(+)","PvP01_11_v2:41279..42409(+)","PvP01_11_v2","6","3","293","882","33950","6.91","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1101000","PVP01_1101000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1623","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:44,442..46,323(-)","PvP01_11_v2:44442..46323(-)","PvP01_11_v2","10","2","540","1623","62771","8.47","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1101100","PVP01_1101100.1","5","5","1","N/A","N/A","reverse","protein coding gene","No","2541","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:47,568..50,716(-)","PvP01_11_v2:47568..50716(-)","PvP01_11_v2","6","1","846","2541","101649","8","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1101200","PVP01_1101200.1","3","3","1","861","N/A","reverse","pseudogene","Yes","1104","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","11","PvP01_11_v2:55,050..56,470(-)","PvP01_11_v2:56070..56470(-)","PvP01_11_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1147700","PVP01_1147700.1","3","3","1","2093","2879","forward","protein coding gene","No","6151","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,041,650..2,048,241(+)","PvP01_11_v2:2044529..2046148(+)","PvP01_11_v2","27","0","392","1179","45509","4.29","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1147900","PVP01_1147900.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1086","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,052,760..2,054,104(-)","PvP01_11_v2:2052760..2054104(-)","PvP01_11_v2","520","8","361","1086","41721","8.29","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148000","PVP01_1148000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1080","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,055,909..2,057,238(-)","PvP01_11_v2:2055909..2057238(-)","PvP01_11_v2","0","0","359","1080","42300","6.87","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148100","PVP01_1148100.1","4","4","1","N/A","N/A","forward","protein coding gene","No","2013","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,066,777..2,069,280(+)","PvP01_11_v2:2066777..2069280(+)","PvP01_11_v2","4","1","670","2013","78935","8.48","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148200","PVP01_1148200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1791","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,072,408..2,074,460(+)","PvP01_11_v2:2072408..2074460(+)","PvP01_11_v2","9","1","596","1791","69136","6.62","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148300","PVP01_1148300.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1722","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,076,621..2,078,762(-)","PvP01_11_v2:2076621..2078762(-)","PvP01_11_v2","32","6","573","1722","68251","8.36","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148400","PVP01_1148400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1575","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,085,042..2,086,867(+)","PvP01_11_v2:2085042..2086867(+)","PvP01_11_v2","43","4","524","1575","61778","6.56","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148500","PVP01_1148500.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","1101","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,091,867..2,093,098(-)","PvP01_11_v2:2091867..2093098(-)","PvP01_11_v2","2","0","366","1101","42628","8.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148600","PVP01_1148600.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1815","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,095,675..2,097,745(-)","PvP01_11_v2:2095675..2097745(-)","PvP01_11_v2","1","0","604","1815","66306","6.24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148700","PVP01_1148700.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1386","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,101,327..2,102,980(+)","PvP01_11_v2:2101327..2102980(+)","PvP01_11_v2","1","0","461","1386","51580","9.26","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148800","PVP01_1148800.1","3","3","1","387","N/A","forward","pseudogene","Yes","1152","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","11","PvP01_11_v2:2,106,157..2,107,583(+)","PvP01_11_v2:2106157..2107070(+)","PvP01_11_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1148900","PVP01_1148900.1","2","2","1","N/A","N/A","reverse","protein coding gene","No","657","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,109,131..2,109,900(-)","PvP01_11_v2:2109131..2109900(-)","PvP01_11_v2","0","5","218","657","24528","4.44","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149000","PVP01_1149000.1","4","4","1","N/A","N/A","reverse","protein coding gene","No","1875","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,113,660..2,115,929(-)","PvP01_11_v2:2113660..2115929(-)","PvP01_11_v2","10","0","624","1875","68171","5.32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149100","PVP01_1149100.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1233","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,117,478..2,119,007(+)","PvP01_11_v2:2117478..2119007(+)","PvP01_11_v2","0","0","410","1233","44247","4.26","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149200","PVP01_1149200.1","2","2","1","N/A","N/A","forward","protein coding gene","No","234","No","N/A","N/A","PIR protein, fragment","PIR protein, fragment","11","PvP01_11_v2:2,119,136..2,119,494(+)","PvP01_11_v2:2119136..2119494(+)","PvP01_11_v2","0","0","77","234","9390","5.72","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149300","PVP01_1149300.1","2","2","1","N/A","N/A","forward","protein coding gene","No","519","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,121,384..2,121,991(+)","PvP01_11_v2:2121384..2121991(+)","PvP01_11_v2","1","0","172","519","19513","4.37","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149400","PVP01_1149400.1","4","4","1","822","N/A","reverse","pseudogene","Yes","1092","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","11","PvP01_11_v2:2,125,513..2,126,822(-)","PvP01_11_v2:2126442..2126822(-)","PvP01_11_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1149500","PVP01_1149500.1","2","2","1","N/A","N/A","forward","protein coding gene","No","1248","No","N/A","N/A","PIR protein","PIR protein","11","PvP01_11_v2:2,129,670..2,131,037(+)","PvP01_11_v2:2129670..2131037(+)","PvP01_11_v2","286","1","415","1248","44496","7.03","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200100","PVP01_1200100.1","1","1","1","N/A","N/A","forward","protein coding gene","No","150","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:2..151(+)","PvP01_12_v2:2..151(+)","PvP01_12_v2","0","0","49","150","5748","10.57","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200200","PVP01_1200200.1","3","3","1","N/A","N/A","forward","protein coding gene","No","717","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:2,448..3,310(+)","PvP01_12_v2:2448..3310(+)","PvP01_12_v2","0","0","238","717","27547","4.69","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200300","PVP01_1200300.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1152","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:5,803..7,182(+)","PvP01_12_v2:5803..7182(+)","PvP01_12_v2","0","0","383","1152","41554","6.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200400","PVP01_1200400.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1335","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:10,847..12,420(+)","PvP01_12_v2:10847..12420(+)","PvP01_12_v2","1","1","444","1335","51708","6.78","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200500","PVP01_1200500.1","3","3","1","N/A","N/A","forward","protein coding gene","No","876","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:16,135..17,270(+)","PvP01_12_v2:16135..17270(+)","PvP01_12_v2","0","0","291","876","34671","8.05","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200600","PVP01_1200600.1","3","3","1","N/A","N/A","forward","protein coding gene","No","1083","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:20,604..21,925(+)","PvP01_12_v2:20604..21925(+)","PvP01_12_v2","0","0","360","1083","42106","6.31","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200700","PVP01_1200700.1","2","2","1","N/A","N/A","forward","protein coding gene","No","399","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:25,315..25,859(+)","PvP01_12_v2:25315..25859(+)","PvP01_12_v2","0","0","132","399","14460","6.08","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1200800","PVP01_1200800.1","4","4","1","N/A","N/A","forward","protein coding gene","No","1056","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:30,042..31,449(+)","PvP01_12_v2:30042..31449(+)","PvP01_12_v2","22","1","351","1056","40367","6.19","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1201000","PVP01_1201000.1","3","3","1","N/A","N/A","reverse","protein coding gene","No","1176","No","N/A","N/A","PIR protein","PIR protein","12","PvP01_12_v2:37,913..39,613(-)","PvP01_12_v2:37913..39613(-)","PvP01_12_v2","1","1","391","1176","42545","9.01","IPR008780","Plasmodium vivax Vir","PF05795","Plasmodium vivax Vir","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1201100","PVP01_1201100.1","2","2","1","513","N/A","forward","pseudogene","Yes","1407","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","12","PvP01_12_v2:42,551..44,050(+)","PvP01_12_v2:42551..43444(+)","PvP01_12_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PVP01_1201200","PVP01_1201200.1","5","5","1","N/A","N/A","reverse","pseudogene","Yes","1875","No","N/A","N/A","PIR protein, pseudogene","PIR protein, pseudogene","12","PvP01_12_v2:46,195..48,483(-)","PvP01_12_v2:46195..48483(-)","PvP01_12_v2","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
